freq,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RT,ITH5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.6 	3.5 	3.1 	3.5 	3.1 	3.0 	2.6 	3.1 	2.9 	2.6 	2.8 	2.6 	2.9 	3.1 	2.5 	2.3 	2.4 	2.3 	2.9 	1.8 	2.3 	2.1 
A,RT,ITI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.0 	3.4 	3.4 	3.2 	3.0 	3.2 	2.8 	2.9 	3.1 	2.7 	2.5 	2.5 	2.6 	2.4 	2.8 	2.7 	2.2 	2.5 	1.8 	2.0 	1.6 	1.5 
A,RT,ITI1	6.1 	6.4 	6.9 	6.2 	5.6 	6.5 	5.5 	4.7 	4.4 	3.9 	3.5 	3.3 	2.0 	2.4 	3.1 	2.1 	2.5 	2.0 	2.3 	2.3 	2.6 	2.3 	2.1 	1.8 	2.1 	2.5 	2.5 	2.0 	2.3 	1.2 	1.6 	1.4 	1.4 
A,RT,ITI2	7.6 	8.1 	6.2 	5.8 	4.6 	5.3 	4.7 	4.8 	4.5 	5.3 	4.3 	3.0 	2.1 	4.4 	3.3 	2.3 	2.8 	2.7 	2.9 	2.5 	2.4 	1.4 	2.6 	2.3 	2.3 	4.3 	2.4 	1.5 	3.3 	1.3 	3.2 	1.3 	1.8 
A,RT,ITI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	4.0 	3.1 	2.2 	2.9 	3.3 	2.7 	2.6 	3.9 	2.2 	1.9 	1.4 	2.4 	1.9 	2.6 	1.9 	2.4 	1.9 	2.0 	1.4 	1.5 	1.7 
A,RT,ITI4	7.0 	7.7 	8.0 	6.4 	5.4 	5.3 	5.0 	5.7 	5.5 	4.6 	4.6 	4.5 	4.1 	3.9 	3.5 	3.7 	3.7 	3.3 	3.4 	3.5 	3.0 	3.0 	3.0 	3.0 	2.7 	2.9 	3.0 	2.4 	2.7 	2.3 	2.3 	1.7 	1.5 
A,RT,LI	: 	: 	: 	: 	5.6 	0.0 	7.4 	18.4 	7.5 	10.0 	9.5 	0.0 	2.5 	2.9 	2.7 	2.6 	5.5 	0.0 	0.0 	2.5 	3.0 	2.5 	8.4 	5.9 	2.7 	6.2 	2.6 	0.0 	0.0 	0.0 	5.7 	5.3 	0.0 
A,RT,LI0	: 	: 	: 	: 	5.6 	0.0 	7.4 	18.4 	7.5 	10.0 	9.5 	0.0 	2.5 	2.9 	2.7 	2.6 	5.5 	0.0 	0.0 	2.5 	3.0 	2.5 	8.4 	5.9 	2.7 	6.2 	2.6 	0.0 	0.0 	0.0 	5.7 	5.3 	0.0 
A,RT,LI00	: 	: 	: 	: 	5.6 	0.0 	7.4 	18.4 	7.5 	10.0 	9.5 	0.0 	2.5 	2.9 	2.7 	2.6 	5.5 	0.0 	0.0 	2.5 	3.0 	2.5 	8.4 	5.9 	2.7 	6.2 	2.6 	0.0 	0.0 	0.0 	5.7 	5.3 	0.0 
A,RT,LT	10.2 	14.4 	16.3 	15.7 	14.2 	12.5 	10.1 	10.3 	9.3 	8.7 	8.6 	8.0 	8.1 	6.9 	8.1 	7.1 	7.2 	6.3 	5.5 	5.6 	5.0 	4.8 	3.9 	3.7 	3.9 	4.2 	4.5 	3.0 	3.4 	3.3 	2.8 	3.1 	3.0 
A,RT,LT0	10.2 	14.4 	16.3 	15.7 	14.2 	12.5 	10.1 	10.3 	9.3 	8.7 	8.6 	8.0 	8.1 	6.9 	8.1 	7.1 	7.2 	6.3 	5.5 	5.6 	5.0 	4.8 	3.9 	3.7 	3.9 	4.2 	4.5 	3.0 	3.4 	3.3 	2.8 	3.1 	3.0 
A,RT,LT01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7 	2.4 	3.9 	3.8 	3.3 	3.4 	3.6 	2.6 	3.1 	2.3 
A,RT,LT02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.7 	4.5 	4.3 	4.9 	2.8 	3.4 	3.2 	2.9 	3.1 	3.4 
A,RT,LU	7.3 	9.2 	8.5 	6.0 	5.3 	5.5 	4.9 	4.2 	5.0 	4.7 	5.1 	5.9 	5.1 	4.9 	3.9 	2.6 	2.5 	1.8 	1.8 	2.5 	3.4 	4.3 	2.5 	3.9 	2.8 	2.8 	3.8 	3.2 	4.3 	4.7 	4.5 	3.1 	3.5 
A,RT,LU0	7.3 	9.2 	8.5 	6.0 	5.3 	5.5 	4.9 	4.2 	5.0 	4.7 	5.1 	5.9 	5.1 	4.9 	3.9 	2.6 	2.5 	1.8 	1.8 	2.5 	3.4 	4.3 	2.5 	3.9 	2.8 	2.8 	3.8 	3.2 	4.3 	4.7 	4.5 	3.1 	3.5 
A,RT,LU00	7.3 	9.2 	8.5 	6.0 	5.3 	5.5 	4.9 	4.2 	5.0 	4.7 	5.1 	5.9 	5.1 	4.9 	3.9 	2.6 	2.5 	1.8 	1.8 	2.5 	3.4 	4.3 	2.5 	3.9 	2.8 	2.8 	3.8 	3.2 	4.3 	4.7 	4.5 	3.1 	3.5 
A,RT,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.8 	9.4 	9.3 	7.7 	7.4 	8.5 	6.6 	7.6 	5.6 	6.6 	6.3 	4.4 	3.8 	4.1 	3.7 	4.1 	3.2 	3.4 	3.5 	2.7 	2.4 
A,RT,LV0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.8 	9.4 	9.3 	7.7 	7.4 	8.5 	6.6 	7.6 	5.6 	6.6 	6.3 	4.4 	3.8 	4.1 	3.7 	4.1 	3.2 	3.4 	3.5 	2.7 	2.4 
A,RT,LV00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.8 	9.4 	9.3 	7.7 	7.4 	8.5 	6.6 	7.6 	5.6 	6.6 	6.3 	4.4 	3.8 	4.1 	3.7 	4.1 	3.2 	3.4 	3.5 	2.7 	2.4 
A,RT,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.4 	11.0 	7.4 	7.5 	5.7 	6.7 	4.4 	4.4 	4.4 	4.9 	2.2 	3.4 	1.3 	1.7 	2.4 	2.8 	: 	: 
A,RT,ME0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.4 	11.0 	7.4 	7.5 	5.7 	6.7 	4.4 	4.4 	4.4 	4.9 	2.2 	3.4 	1.3 	1.7 	2.4 	2.8 	: 	: 
A,RT,ME00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.4 	11.0 	7.4 	7.5 	5.7 	6.7 	4.4 	4.4 	4.4 	4.9 	2.2 	3.4 	1.3 	1.7 	2.4 	2.8 	: 	: 
A,RT,MK	31.6 	28.3 	30.6 	24.1 	22.5 	22.7 	16.4 	15.7 	16.3 	14.9 	11.8 	11.9 	10.2 	11.3 	13.2 	12.8 	11.5 	10.3 	9.7 	11.7 	7.6 	7.6 	9.8 	10.2 	9.9 	8.6 	11.9 	9.2 	5.7 	5.6 	5.7 	4.6 	: 
A,RT,MK0	31.6 	28.3 	30.6 	24.1 	22.5 	22.7 	16.4 	15.7 	16.3 	14.9 	11.8 	11.9 	10.2 	11.3 	13.2 	12.8 	11.5 	10.3 	9.7 	11.7 	7.6 	7.6 	9.8 	10.2 	9.9 	8.6 	11.9 	9.2 	5.7 	5.6 	5.7 	4.6 	: 
A,RT,MK00	31.6 	28.3 	30.6 	24.1 	22.5 	22.7 	16.4 	15.7 	16.3 	14.9 	11.8 	11.9 	10.2 	11.3 	13.2 	12.8 	11.5 	10.3 	9.7 	11.7 	7.6 	7.6 	9.8 	10.2 	9.9 	8.6 	11.9 	9.2 	5.7 	5.6 	5.7 	4.6 	: 
A,RT,MT	9.1 	9.6 	10.8 	8.2 	9.1 	8.9 	10.9 	6.8 	7.3 	7.5 	5.2 	3.8 	5.4 	5.7 	5.7 	5.4 	3.7 	6.6 	8.5 	5.5 	5.6 	6.5 	5.3 	6.7 	5.0 	5.8 	7.4 	6.7 	5.6 	6.7 	3.9 	3.9 	5.3 
A,RT,MT0	9.1 	9.6 	10.8 	8.2 	9.1 	8.9 	10.9 	6.8 	7.3 	7.5 	5.2 	3.8 	5.4 	5.7 	5.7 	5.4 	3.7 	6.6 	8.5 	5.5 	5.6 	6.5 	5.3 	6.7 	5.0 	5.8 	7.4 	6.7 	5.6 	6.7 	3.9 	3.9 	5.3 
A,RT,MT00	9.1 	9.6 	10.8 	8.2 	9.1 	8.9 	10.9 	6.8 	7.3 	7.5 	5.2 	3.8 	5.4 	5.7 	5.7 	5.4 	3.7 	6.6 	8.5 	5.5 	5.6 	6.5 	5.3 	6.7 	5.0 	5.8 	7.4 	6.7 	5.6 	6.7 	3.9 	3.9 	5.3 
A,RT,NL	7.1 	6.5 	6.3 	6.3 	5.6 	5.5 	5.7 	5.0 	5.2 	5.2 	5.1 	5.4 	5.0 	4.8 	4.4 	4.9 	4.4 	4.1 	3.8 	3.8 	3.8 	3.6 	3.7 	3.8 	3.6 	3.3 	3.5 	3.6 	3.5 	3.6 	3.8 	3.3 	3.2 
A,RT,NL1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7 	5.9 	5.5 	4.4 	5.1 	4.4 	4.3 	3.4 	4.2 	4.5 	4.4 	5.0 	5.6 	4.3 	4.7 	4.1 	3.5 	4.0 	3.8 	3.4 	2.7 	3.8 
A,RT,NL11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.3 	5.4 	4.7 	2.6 	5.6 	5.5 	5.5 	2.7 	3.7 	4.7 	3.9 	6.6 	6.9 	5.4 	6.0 	3.7 	4.1 	4.5 	4.2 	5.2 	2.1 	4.4 
A,RT,NL12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.6 	6.1 	6.4 	5.4 	5.0 	4.8 	4.1 	4.7 	4.5 	4.4 	5.1 	4.9 	6.1 	4.3 	5.2 	4.8 	2.3 	4.2 	3.5 	2.6 	2.7 	3.4 
A,RT,NL13	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	6.1 	5.3 	5.1 	4.7 	2.6 	3.1 	2.2 	4.2 	4.2 	3.9 	3.2 	3.1 	3.0 	2.2 	3.6 	4.5 	3.3 	3.6 	2.4 	3.4 	3.5 
A,RT,NL2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.5 	5.2 	5.0 	4.9 	5.6 	4.8 	4.5 	4.3 	4.1 	4.5 	4.1 	4.0 	3.7 	3.4 	3.4 	3.7 	4.1 	3.8 	3.5 	4.6 	3.8 	3.3 
A,RT,NL21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	5.1 	4.3 	4.9 	5.0 	6.1 	4.7 	3.8 	4.1 	5.1 	4.3 	3.2 	4.0 	3.6 	3.6 	3.2 	3.8 	3.5 	2.9 	4.6 	3.8 	2.9 
A,RT,NL22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.6 	5.2 	5.5 	4.9 	5.3 	4.3 	4.2 	4.7 	4.0 	4.2 	3.6 	4.3 	3.1 	3.5 	3.3 	3.9 	4.6 	3.8 	3.9 	5.2 	3.7 	3.5 
A,RT,NL23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.2 	5.4 	4.4 	4.7 	7.9 	3.7 	4.8 	3.9 	4.2 	4.1 	5.3 	4.8 	5.3 	2.4 	3.2 	4.2 	2.6 	4.6 	3.7 	2.5 	4.6 	3.1 
A,RT,NL3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.2 	4.9 	4.5 	4.4 	4.8 	4.1 	4.0 	3.5 	3.8 	3.4 	3.2 	3.5 	3.6 	3.7 	3.1 	3.3 	3.5 	3.4 	3.5 	3.6 	3.4 	3.1 
A,RT,NL31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.2 	4.8 	6.3 	5.6 	5.2 	4.7 	3.8 	3.4 	3.1 	3.3 	3.0 	3.4 	3.2 	4.5 	3.0 	4.2 	4.3 	3.3 	3.1 	3.8 	3.1 	3.2 
A,RT,NL32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.9 	4.9 	3.6 	3.8 	4.7 	4.1 	4.0 	3.5 	4.5 	3.2 	3.9 	3.7 	3.8 	4.3 	3.3 	3.7 	4.0 	3.4 	3.4 	3.5 	3.4 	3.0 
A,RT,NL33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	5.1 	4.6 	4.3 	4.9 	4.1 	4.3 	3.7 	3.6 	3.5 	2.9 	3.4 	3.6 	3.1 	3.1 	2.7 	2.8 	3.5 	3.7 	3.5 	3.5 	3.3 
A,RT,NL34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	4.0 	4.3 	5.1 	4.1 	2.1 	2.4 	2.3 	2.1 	3.2 	2.7 	3.0 	3.4 	1.9 	1.9 	4.0 	2.9 	3.3 	3.5 	3.5 	2.8 	2.0 
A,RT,NL4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.4 	4.7 	5.0 	3.8 	4.4 	4.7 	3.6 	4.0 	3.6 	3.7 	3.8 	3.2 	3.5 	3.3 	3.0 	3.2 	3.2 	3.0 	4.1 	3.9 	3.0 	3.1 
A,RT,NL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.3 	4.1 	5.0 	3.8 	4.3 	4.5 	3.6 	4.1 	3.4 	3.5 	3.5 	2.8 	3.4 	3.3 	2.9 	3.1 	3.0 	3.2 	4.0 	4.1 	2.9 	3.1 
A,RT,NL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7 	6.1 	4.8 	3.9 	4.8 	5.5 	3.4 	3.7 	4.1 	4.4 	4.6 	4.3 	3.7 	3.2 	3.2 	3.6 	3.9 	2.5 	4.5 	3.5 	3.2 	3.4 
A,RT,NO	6.9 	6.2 	5.8 	5.0 	5.2 	4.0 	4.0 	4.1 	4.0 	3.9 	3.8 	3.9 	3.5 	3.4 	3.2 	3.1 	3.2 	3.1 	2.7 	3.1 	2.8 	2.3 	2.5 	2.4 	2.4 	2.3 	2.2 	2.3 	2.3 	2.1 	1.7 	1.9 	1.9 
A,RT,NO0	6.9 	6.2 	5.8 	5.0 	5.2 	4.0 	4.0 	4.1 	4.0 	3.9 	3.8 	3.9 	3.5 	3.4 	3.2 	3.1 	3.2 	3.1 	2.7 	3.1 	2.8 	2.3 	2.5 	2.4 	2.4 	2.3 	2.2 	2.3 	2.3 	2.1 	1.7 	1.9 	1.9 
A,RT,NO01	7.5 	5.6 	4.8 	5.0 	5.7 	3.6 	4.4 	2.8 	2.8 	3.7 	3.0 	3.6 	3.4 	4.0 	3.5 	2.6 	3.3 	2.4 	3.0 	2.8 	2.5 	1.9 	2.1 	2.3 	2.5 	2.5 	1.8 	1.9 	1.6 	1.5 	: 	: 	: 
A,RT,NO02	5.9 	8.8 	6.0 	4.5 	6.4 	6.0 	4.4 	5.0 	3.5 	3.0 	5.1 	5.4 	6.6 	3.6 	3.0 	2.0 	2.5 	2.6 	2.7 	4.0 	2.7 	1.7 	4.1 	1.5 	2.3 	2.1 	3.0 	1.5 	1.3 	2.2 	2.1 	0.3 	2.7 
A,RT,NO03	6.2 	6.2 	4.8 	4.4 	6.0 	3.1 	3.3 	4.0 	5.3 	4.2 	3.8 	4.2 	3.2 	2.9 	4.2 	3.8 	2.4 	3.3 	2.3 	3.4 	3.1 	2.3 	2.2 	2.3 	1.4 	1.9 	2.2 	2.2 	1.8 	2.1 	: 	: 	: 
A,RT,NO04	7.0 	5.1 	6.7 	5.4 	5.3 	3.5 	3.3 	4.2 	3.9 	4.8 	5.0 	4.5 	3.5 	3.0 	3.1 	2.6 	3.4 	3.2 	2.2 	3.5 	3.6 	2.9 	2.5 	2.2 	3.3 	1.9 	2.1 	2.3 	3.5 	2.3 	: 	: 	: 
A,RT,NO05	6.5 	5.7 	5.7 	5.2 	3.4 	3.9 	3.2 	3.8 	3.8 	3.4 	3.5 	2.7 	3.3 	3.3 	2.6 	4.5 	3.5 	2.7 	2.3 	2.8 	2.5 	2.4 	2.5 	2.8 	3.1 	2.8 	3.0 	3.2 	2.6 	1.6 	: 	: 	: 
A,RT,NO06	7.1 	6.9 	7.1 	5.4 	3.6 	4.2 	3.4 	5.9 	3.3 	3.9 	1.7 	3.4 	2.5 	4.2 	1.2 	1.8 	3.0 	3.6 	3.2 	3.8 	2.1 	2.3 	2.2 	2.1 	1.2 	1.4 	1.4 	2.9 	3.2 	1.9 	2.2 	2.0 	2.4 
A,RT,NO07	7.7 	7.6 	6.6 	5.4 	6.3 	6.1 	7.0 	5.8 	5.6 	4.2 	5.3 	5.2 	3.1 	2.3 	4.4 	3.2 	4.0 	5.0 	3.7 	2.0 	3.0 	2.5 	3.6 	3.2 	2.1 	2.6 	1.8 	1.9 	3.1 	4.7 	0.9 	1.3 	1.2 
A,RT,NO08	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.4 	1.9 	2.1 
A,RT,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.6 	2.8 	1.7 
A,RT,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.4 	1.8 	1.5 
A,RT,PL	19.4 	18.2 	17.5 	16.2 	15.1 	13.6 	12.2 	10.2 	9.5 	8.9 	8.1 	7.7 	7.5 	7.0 	6.8 	6.4 	6.0 	6.0 	5.6 	5.6 	5.0 	4.7 	4.6 	4.6 	4.2 	4.0 	4.0 	4.0 	3.8 	3.8 	3.6 	3.9 	3.8 
A,RT,PL2	18.3 	18.0 	17.3 	13.4 	16.1 	13.9 	12.8 	10.9 	9.9 	9.3 	8.9 	: 	8.2 	6.8 	7.1 	6.7 	6.5 	6.6 	6.0 	6.2 	5.2 	5.3 	4.4 	4.5 	4.1 	3.8 	3.9 	3.9 	3.4 	3.9 	3.6 	3.7 	3.8 
A,RT,PL21	15.4 	15.8 	15.7 	12.6 	13.4 	12.9 	11.5 	10.2 	8.4 	7.8 	7.4 	: 	6.8 	5.4 	6.0 	5.8 	5.4 	6.4 	4.9 	5.0 	4.5 	4.3 	3.8 	3.8 	3.2 	2.8 	3.4 	3.7 	2.9 	3.1 	3.5 	3.0 	2.8 
A,RT,PL22	20.7 	19.8 	18.6 	14.1 	18.2 	14.6 	13.8 	11.6 	11.0 	10.6 	10.1 	: 	9.3 	7.8 	7.9 	7.4 	7.3 	6.7 	6.8 	7.2 	5.7 	6.0 	4.8 	5.1 	4.9 	4.7 	4.4 	4.0 	3.9 	4.6 	3.6 	4.4 	4.8 
A,RT,PL4	20.2 	18.8 	17.8 	13.5 	15.2 	13.6 	11.5 	10.2 	8.8 	9.0 	8.3 	: 	7.0 	7.0 	7.5 	6.2 	6.3 	6.8 	5.4 	5.9 	4.8 	4.6 	4.9 	4.8 	4.5 	4.2 	4.6 	4.1 	4.1 	3.4 	3.4 	3.6 	3.7 
A,RT,PL41	18.9 	19.0 	17.5 	12.7 	15.5 	12.6 	11.2 	10.4 	8.8 	8.4 	7.8 	: 	7.0 	6.3 	7.1 	5.9 	6.1 	6.7 	5.6 	5.4 	4.4 	3.7 	4.5 	4.5 	4.3 	4.5 	4.1 	3.9 	4.1 	3.2 	3.3 	3.8 	3.5 
A,RT,PL42	21.1 	18.1 	17.3 	14.3 	14.9 	16.7 	12.8 	10.0 	8.5 	9.9 	9.0 	: 	6.7 	7.8 	7.8 	7.1 	6.6 	7.4 	5.1 	6.7 	5.2 	6.1 	5.2 	5.0 	5.3 	3.6 	4.9 	4.5 	3.9 	3.9 	3.8 	3.7 	4.4 
A,RT,PL43	23.1 	19.2 	19.6 	15.1 	15.0 	11.6 	10.5 	9.5 	9.3 	9.6 	8.6 	: 	7.4 	8.2 	8.3 	6.2 	6.5 	6.0 	5.4 	6.3 	5.4 	5.6 	6.0 	5.6 	3.8 	4.1 	5.9 	4.7 	4.2 	3.2 	3.1 	3.2 	3.5 
A,RT,PL5	19.8 	18.8 	18.9 	15.7 	15.7 	14.8 	13.2 	10.1 	9.5 	10.3 	8.6 	: 	8.6 	7.5 	7.2 	6.4 	6.5 	6.3 	7.0 	6.1 	5.9 	5.2 	6.2 	4.9 	4.6 	3.9 	4.0 	4.1 	4.0 	4.3 	3.7 	4.4 	3.6 
A,RT,PL51	19.6 	18.2 	18.6 	15.6 	15.9 	15.3 	13.5 	10.7 	10.0 	11.1 	9.5 	: 	9.8 	8.3 	8.1 	6.9 	6.9 	6.9 	7.4 	6.5 	6.1 	5.6 	6.3 	5.1 	4.6 	3.8 	3.8 	4.3 	4.2 	4.5 	3.5 	4.5 	3.9 
A,RT,PL52	20.3 	20.2 	19.9 	15.9 	15.1 	13.4 	12.4 	8.4 	8.1 	8.2 	6.0 	: 	5.3 	5.2 	4.3 	4.9 	5.4 	4.4 	5.9 	5.0 	5.2 	3.8 	6.2 	4.3 	4.7 	4.1 	4.6 	3.4 	3.3 	3.7 	4.0 	4.0 	2.4 
A,RT,PL6	20.1 	19.8 	19.4 	13.5 	16.5 	13.8 	12.3 	9.7 	10.2 	7.8 	8.0 	: 	7.4 	7.2 	6.4 	6.3 	5.4 	6.0 	5.5 	5.5 	5.0 	4.9 	4.5 	4.7 	4.1 	3.9 	4.2 	4.3 	4.0 	4.1 	3.9 	4.7 	4.7 
A,RT,PL61	23.1 	22.5 	22.6 	16.1 	18.5 	14.4 	13.8 	11.3 	12.1 	9.1 	8.7 	: 	8.5 	7.9 	7.4 	6.6 	5.7 	6.1 	5.8 	6.4 	5.8 	6.0 	4.8 	4.4 	4.6 	4.1 	4.4 	5.1 	3.9 	4.9 	4.0 	5.6 	5.0 
A,RT,PL62	17.2 	18.0 	17.4 	11.7 	13.0 	13.1 	10.9 	8.2 	9.1 	5.6 	7.5 	: 	5.1 	6.3 	4.5 	6.4 	5.0 	5.4 	5.1 	5.0 	4.8 	4.7 	4.1 	5.9 	4.8 	4.0 	5.0 	4.2 	4.2 	4.0 	3.7 	4.8 	4.6 
