freq,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,RT,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.8 	10.0 	9.8 	9.7 	8.4 	8.7 	8.1 	8.1 	7.2 	7.8 	7.1 	: 	7.5 	6.5 
A,RT,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.0 	9.6 	9.9 	8.8 	8.3 	8.8 	7.9 	8.6 	6.7 	7.3 	6.3 	: 	6.8 	5.9 
A,RT,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.6 	10.5 	9.7 	10.6 	8.5 	8.5 	8.3 	7.7 	7.8 	8.2 	7.7 	: 	8.1 	7.0 
A,RT,TR5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.4 	11.7 	11.2 	10.3 	9.2 	8.1 	8.3 	7.8 	7.9 	8.1 	7.6 	: 	7.7 	7.5 
A,RT,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.3 	8.5 	9.3 	8.5 	7.9 	7.0 	7.5 	6.9 	7.1 	7.6 	7.5 	: 	7.3 	7.3 
A,RT,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.0 	17.3 	14.8 	13.7 	11.6 	10.3 	9.9 	9.5 	9.5 	9.2 	7.9 	: 	8.3 	7.8 
A,RT,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.7 	12.2 	12.2 	12.0 	11.6 	11.6 	10.9 	10.2 	9.2 	9.0 	8.9 	: 	8.9 	9.0 
A,RT,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.3 	11.3 	9.3 	9.9 	8.3 	9.3 	8.9 	8.1 	7.7 	7.4 	7.0 	: 	7.3 	6.9 
A,RT,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.4 	12.3 	12.1 	12.0 	12.9 	13.0 	11.2 	10.2 	9.2 	8.2 	8.7 	: 	9.6 	9.6 
A,RT,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.9 	12.8 	14.2 	13.4 	12.3 	11.6 	11.9 	11.9 	10.3 	11.1 	10.6 	: 	9.4 	9.9 
A,RT,TR7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.0 	11.0 	11.0 	11.0 	9.5 	10.1 	10.7 	8.7 	8.7 	9.3 	10.5 	: 	9.5 	10.9 
A,RT,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.9 	11.8 	10.9 	11.4 	9.1 	10.2 	9.3 	8.4 	9.0 	9.6 	10.8 	: 	9.0 	11.0 
A,RT,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.4 	10.5 	11.0 	10.7 	9.8 	10.1 	11.6 	8.8 	8.6 	9.1 	10.3 	: 	9.9 	10.8 
A,RT,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.1 	11.3 	10.3 	10.7 	8.6 	10.1 	8.4 	8.4 	7.3 	8.9 	7.6 	: 	6.9 	8.0 
A,RT,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9.6 	8.6 	8.4 	9.9 	7.6 	8.5 	7.0 	9.1 	8.1 	9.5 	5.4 	: 	7.5 	8.3 
A,RT,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.7 	11.9 	9.1 	11.0 	9.4 	8.9 	8.0 	8.7 	6.4 	10.1 	7.0 	: 	7.2 	7.5 
A,RT,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.4 	12.1 	11.2 	10.9 	8.7 	11.0 	8.9 	8.2 	7.2 	8.4 	8.4 	: 	6.6 	8.0 
A,RT,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.5 	10.7 	10.4 	10.7 	8.2 	9.3 	8.0 	7.2 	9.1 	7.6 	6.3 	: 	7.7 	8.3 
A,RT,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.5 	10.7 	10.4 	10.7 	8.2 	9.3 	8.0 	7.2 	9.1 	7.6 	6.3 	: 	7.7 	8.3 
A,RT,TRA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.0 	14.0 	15.5 	13.2 	14.9 	13.0 	13.3 	12.3 	11.3 	10.6 	10.2 	: 	11.4 	9.7 
A,RT,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.0 	12.1 	11.8 	10.2 	14.3 	12.1 	12.4 	11.3 	11.6 	9.8 	9.8 	: 	10.2 	8.8 
A,RT,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.4 	15.3 	18.1 	15.3 	15.3 	13.6 	14.0 	13.1 	11.0 	11.1 	10.5 	: 	12.2 	10.3 
A,RT,TRB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.5 	14.6 	13.6 	13.3 	15.4 	14.6 	14.3 	13.7 	12.4 	11.1 	11.2 	: 	12.0 	11.0 
A,RT,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.3 	15.8 	13.7 	17.1 	14.5 	12.7 	11.2 	12.7 	10.5 	9.7 	9.9 	: 	9.8 	9.2 
A,RT,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.1 	14.0 	13.6 	11.3 	15.8 	15.6 	15.8 	14.2 	13.4 	11.7 	11.8 	: 	13.1 	11.9 
A,RT,TRC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.5 	16.1 	16.0 	15.6 	15.5 	16.5 	15.9 	14.5 	12.6 	13.1 	12.9 	: 	13.9 	13.6 
A,RT,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.5 	17.3 	16.5 	15.8 	16.7 	16.9 	16.4 	14.0 	12.6 	14.4 	15.1 	: 	14.8 	14.7 
A,RT,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.4 	16.0 	15.7 	15.4 	15.0 	16.3 	16.6 	15.1 	12.5 	12.1 	12.6 	: 	13.8 	13.9 
A,RT,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.3 	15.3 	16.0 	15.9 	15.3 	16.3 	14.2 	13.8 	12.9 	13.5 	11.3 	: 	13.3 	12.0 
A,RT,UK	: 	: 	: 	6.3 	6.1 	6.2 	6.1 	5.8 	5.7 	5.8 	5.6 	5.5 	5.2 	5.2 	5.0 	5.0 	4.9 	4.7 	4.6 	4.5 	4.2 	4.2 	4.0 	3.9 	3.9 	3.9 	3.8 	3.9 	3.9 	: 	: 	: 	: 
A,RT,UKC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.5 	5.4 	4.9 	4.6 	4.7 	4.4 	5.4 	4.7 	4.1 	3.6 	3.8 	3.4 	3.5 	3.2 	4.2 	3.3 	3.5 	3.1 	3.4 	: 	: 	: 	: 
A,RT,UKC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.4 	6.7 	4.8 	4.6 	5.1 	5.2 	6.5 	4.6 	4.6 	3.5 	4.2 	3.7 	3.3 	3.0 	4.6 	3.8 	4.6 	3.5 	3.2 	: 	: 	: 	: 
A,RT,UKC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.6 	4.3 	4.9 	4.6 	4.4 	3.7 	4.4 	4.7 	3.7 	3.7 	3.4 	3.1 	3.6 	3.4 	3.8 	3.0 	2.5 	2.8 	3.7 	: 	: 	: 	: 
A,RT,UKD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.1 	5.8 	5.3 	5.8 	5.2 	5.6 	5.5 	4.9 	5.0 	4.6 	4.5 	4.5 	4.2 	4.1 	4.3 	4.1 	4.9 	4.7 	4.2 	: 	: 	: 	: 
A,RT,UKD1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.4 	4.7 	2.7 	5.8 	4.3 	4.4 	4.7 	4.2 	4.9 	3.3 	1.6 	3.2 	4.2 	2.9 	4.4 	2.7 	4.6 	2.4 	4.1 	: 	: 	: 	: 
A,RT,UKD3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.5 	6.3 	5.8 	6.0 	5.7 	5.2 	5.4 	5.1 	5.3 	4.5 	4.8 	4.8 	4.0 	4.0 	4.5 	4.3 	5.4 	5.0 	4.3 	: 	: 	: 	: 
A,RT,UKD4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.0 	6.6 	5.1 	6.6 	5.2 	6.2 	6.4 	5.4 	5.0 	5.7 	5.3 	5.1 	4.7 	5.4 	4.5 	4.7 	4.7 	5.2 	4.6 	: 	: 	: 	: 
A,RT,UKD6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1 	4.1 	5.6 	5.3 	5.1 	4.7 	4.7 	3.7 	4.8 	4.1 	3.4 	4.4 	3.7 	3.6 	4.7 	3.3 	3.6 	3.2 	3.1 	: 	: 	: 	: 
A,RT,UKD7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.5 	5.4 	5.2 	5.0 	4.8 	6.8 	5.5 	4.8 	4.8 	4.5 	4.6 	3.8 	4.5 	3.7 	3.6 	4.1 	4.7 	5.1 	4.5 	: 	: 	: 	: 
A,RT,UKE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.2 	5.8 	6.1 	5.8 	5.5 	6.1 	5.6 	5.5 	5.2 	5.3 	5.1 	4.7 	4.2 	4.3 	4.0 	4.5 	3.7 	4.2 	4.3 	: 	: 	: 	: 
A,RT,UKE1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.8 	6.0 	5.4 	4.9 	4.5 	4.7 	4.9 	4.0 	4.3 	4.9 	4.8 	3.9 	3.7 	3.8 	2.8 	3.7 	3.1 	4.8 	3.3 	: 	: 	: 	: 
A,RT,UKE2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.1 	2.8 	2.9 	2.4 	3.9 	5.1 	4.0 	4.1 	3.1 	4.4 	4.1 	3.0 	3.0 	4.4 	3.1 	2.5 	2.1 	2.5 	3.4 	: 	: 	: 	: 
A,RT,UKE3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.7 	5.5 	6.5 	5.8 	6.2 	5.4 	6.1 	6.0 	4.9 	4.6 	5.0 	4.3 	4.7 	4.6 	4.3 	5.2 	3.6 	3.1 	4.5 	: 	: 	: 	: 
A,RT,UKE4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.2 	6.7 	7.1 	7.1 	5.9 	7.2 	6.1 	6.2 	6.2 	6.0 	5.5 	5.7 	4.3 	4.3 	4.5 	4.9 	4.3 	5.0 	4.7 	: 	: 	: 	: 
A,RT,UKF	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.4 	5.0 	5.6 	5.9 	5.0 	4.6 	5.2 	5.1 	4.8 	4.9 	3.9 	4.2 	4.3 	3.9 	4.3 	4.6 	4.0 	4.1 	4.0 	: 	: 	: 	: 
A,RT,UKF1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.1 	5.6 	6.1 	5.3 	5.2 	4.6 	5.0 	5.1 	5.0 	5.5 	3.9 	3.9 	3.4 	3.6 	5.2 	4.9 	3.9 	4.0 	4.4 	: 	: 	: 	: 
A,RT,UKF2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.9 	4.5 	4.7 	6.2 	4.5 	4.6 	5.6 	5.0 	4.6 	4.5 	4.1 	5.0 	4.9 	4.2 	4.0 	4.8 	4.4 	4.4 	4.2 	: 	: 	: 	: 
A,RT,UKF3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	4.0 	6.5 	7.2 	6.0 	4.5 	5.1 	5.6 	4.8 	4.2 	3.7 	3.3 	5.5 	4.0 	2.7 	2.8 	3.3 	3.7 	1.9 	: 	: 	: 	: 
A,RT,UKG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.9 	6.3 	6.4 	7.2 	6.6 	6.4 	6.3 	5.9 	6.4 	5.9 	5.4 	5.8 	5.3 	5.4 	5.5 	6.1 	6.2 	5.5 	5.7 	: 	: 	: 	: 
A,RT,UKG1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	4.2 	3.5 	4.6 	5.6 	5.1 	3.6 	4.4 	3.9 	4.5 	4.1 	3.6 	3.0 	3.6 	4.9 	5.1 	4.7 	2.9 	4.3 	: 	: 	: 	: 
A,RT,UKG2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.2 	5.9 	5.8 	6.8 	5.4 	5.6 	5.6 	5.6 	5.5 	5.7 	4.8 	5.3 	5.1 	5.0 	4.7 	6.6 	5.0 	5.5 	5.3 	: 	: 	: 	: 
A,RT,UKG3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.5 	7.3 	7.8 	8.3 	7.5 	7.2 	7.6 	6.5 	7.8 	6.6 	6.1 	6.8 	6.2 	6.2 	6.1 	6.3 	7.2 	6.4 	6.4 	: 	: 	: 	: 
A,RT,UKH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	4.5 	4.4 	4.4 	4.2 	3.9 	4.0 	4.3 	4.3 	4.0 	3.5 	3.9 	3.9 	3.3 	3.6 	3.1 	3.2 	3.4 	3.5 	: 	: 	: 	: 
A,RT,UKH1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1 	4.5 	3.8 	4.9 	4.5 	4.1 	4.4 	4.5 	4.4 	3.9 	3.6 	4.2 	4.4 	3.4 	3.8 	3.0 	3.5 	3.2 	3.7 	: 	: 	: 	: 
A,RT,UKH2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.8 	5.0 	4.6 	3.8 	4.1 	4.3 	3.6 	3.8 	4.5 	5.1 	3.1 	4.1 	3.5 	2.9 	3.5 	2.8 	3.3 	3.9 	3.6 	: 	: 	: 	: 
A,RT,UKH3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.1 	3.9 	4.9 	4.5 	3.9 	3.4 	4.1 	4.6 	3.9 	3.0 	3.8 	3.5 	3.6 	3.7 	3.6 	3.5 	2.7 	3.2 	3.0 	: 	: 	: 	: 
A,RT,UKI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.4 	6.1 	5.6 	5.4 	5.2 	5.0 	4.8 	4.5 	4.2 	4.4 	4.6 	4.1 	3.8 	3.8 	3.1 	3.3 	3.3 	3.5 	3.2 	: 	: 	: 	: 
A,RT,UKI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	2.9 	1.8 	2.9 	3.0 	2.6 	: 	: 	: 	: 
A,RT,UKI4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	3.5 	4.5 	3.2 	3.8 	3.5 	: 	: 	: 	: 
A,RT,UKI5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.9 	2.7 	2.9 	3.4 	3.2 	3.4 	: 	: 	: 	: 
A,RT,UKI6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	3.1 	3.2 	4.0 	3.7 	3.5 	: 	: 	: 	: 
A,RT,UKI7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	3.0 	3.0 	2.9 	3.5 	2.7 	: 	: 	: 	: 
A,RT,UKJ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.4 	4.2 	4.4 	4.2 	3.9 	3.9 	4.1 	3.8 	3.9 	3.8 	3.5 	3.5 	3.3 	3.4 	3.3 	3.0 	3.4 	3.9 	3.6 	: 	: 	: 	: 
A,RT,UKJ1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	5.3 	3.8 	4.8 	3.9 	4.4 	4.6 	4.0 	4.5 	4.3 	4.0 	3.8 	3.8 	4.4 	3.3 	3.1 	3.7 	4.3 	3.3 	: 	: 	: 	: 
A,RT,UKJ2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.5 	3.1 	4.5 	3.7 	3.9 	3.4 	4.3 	3.8 	3.7 	3.6 	3.3 	3.5 	3.6 	3.0 	3.3 	3.0 	2.5 	2.7 	3.9 	: 	: 	: 	: 
A,RT,UKJ3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.4 	4.8 	4.3 	3.4 	3.2 	3.2 	3.3 	3.4 	3.3 	3.5 	3.5 	3.1 	2.5 	3.2 	3.0 	2.6 	3.8 	4.6 	3.9 	: 	: 	: 	: 
A,RT,UKJ4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	3.4 	5.4 	5.1 	4.3 	4.5 	3.9 	4.0 	3.9 	3.6 	3.2 	3.3 	2.7 	2.9 	3.3 	3.2 	4.0 	4.1 	3.6 	: 	: 	: 	: 
A,RT,UKK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	5.4 	4.4 	4.0 	4.7 	4.5 	4.0 	4.0 	3.8 	3.7 	3.1 	3.6 	3.6 	3.8 	3.3 	3.7 	3.1 	3.1 	3.6 	: 	: 	: 	: 
A,RT,UKK1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.7 	5.7 	4.2 	4.4 	4.5 	4.0 	3.9 	3.9 	3.8 	3.4 	2.7 	2.9 	3.1 	3.5 	3.1 	3.6 	2.9 	3.1 	3.2 	: 	: 	: 	: 
A,RT,UKK2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.3 	5.1 	5.0 	3.3 	4.3 	4.9 	4.2 	3.9 	3.9 	4.2 	2.5 	3.5 	3.8 	3.7 	3.2 	3.5 	3.6 	2.6 	3.9 	: 	: 	: 	: 
A,RT,UKK3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.0 	5.1 	5.2 	4.1 	5.9 	4.6 	4.3 	3.9 	4.0 	2.9 	3.6 	5.3 	5.2 	4.6 	3.9 	4.6 	3.4 	3.5 	5.2 	: 	: 	: 	: 
A,RT,UKK4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.9 	5.1 	3.8 	3.6 	4.8 	5.2 	4.1 	4.6 	3.6 	4.2 	4.4 	4.3 	3.8 	4.2 	3.6 	3.6 	3.0 	3.3 	3.6 	: 	: 	: 	: 
A,RT,UKL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.2 	5.4 	4.6 	3.9 	5.0 	4.1 	3.8 	5.1 	4.0 	4.5 	3.9 	3.7 	4.0 	3.6 	3.7 	3.7 	3.1 	3.4 	3.5 	: 	: 	: 	: 
A,RT,UKL1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.6 	4.9 	4.6 	3.8 	4.5 	4.0 	4.1 	4.9 	4.0 	4.6 	3.6 	3.9 	3.8 	3.5 	3.5 	3.7 	2.8 	3.2 	3.3 	: 	: 	: 	: 
A,RT,UKL2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.1 	6.2 	4.7 	4.2 	5.9 	4.3 	3.3 	5.3 	4.1 	4.3 	4.3 	3.5 	4.2 	3.9 	3.9 	3.7 	3.6 	3.8 	3.7 	: 	: 	: 	: 
A,RT,UKM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.7 	5.5 	5.3 	5.1 	4.9 	5.2 	4.5 	4.7 	4.2 	4.0 	3.7 	4.0 	3.8 	3.3 	3.6 	3.4 	3.3 	3.3 	3.2 	: 	: 	: 	: 
A,RT,UKM5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.8 	6.7 	3.4 	6.0 	6.1 	4.4 	6.3 	3.9 	2.8 	3.7 	3.8 	3.0 	3.6 	3.5 	4.5 	2.7 	2.8 	1.0 	2.0 	: 	: 	: 	: 
A,RT,UKM6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	4.3 	2.3 	2.7 	3.5 	3.2 	3.7 	2.4 	3.4 	2.8 	2.8 	4.2 	4.0 	2.5 	1.8 	3.5 	1.2 	1.7 	2.8 	: 	: 	: 	: 
A,RT,UKM7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	3.8 	: 	: 	: 	: 
A,RT,UKM8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.2 	3.1 	: 	: 	: 	: 
A,RT,UKM9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.0 	2.8 	: 	: 	: 	: 
A,RT,UKN	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.8 	5.9 	4.5 	5.0 	4.7 	5.7 	4.8 	4.5 	4.4 	4.8 	5.4 	3.9 	3.4 	4.6 	4.8 	5.0 	4.5 	3.8 	4.2 	: 	: 	: 	: 
A,RT,UKN0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.8 	5.9 	4.5 	5.0 	4.7 	5.7 	4.8 	4.5 	4.4 	4.8 	5.4 	3.9 	3.4 	4.6 	4.8 	5.0 	4.5 	3.8 	4.2 	: 	: 	: 	: 
